base_code,sku,kitchen,platform_name,daypart,matched_strata,promo_rows,promo_units,promo_active_hours,baseline_units,incremental_units,promo_contribution_thb,baseline_contribution_thb,incremental_contribution_thb,promo_discount_cost_thb,promo_cups_per_active_hour,baseline_cups_per_active_hour,actual_demand_lift_pct,promo_contribution_per_cup_thb,baseline_contribution_per_cup_thb,break_even_lift_pct,contribution_lift_pct,actual_vs_breakeven_gap_pct,promo_roi_on_discount,decision
RC102,PassionFruit,Pattaya_Central,LINE MAN,Late Night,17,17,48,17,27.5,20.5,150.31,334.9666666666667,-184.6566666666667,624.0,2.823529411764706,1.6176470588235294,0.7454545454545454,3.1314583333333332,12.180606060606062,2.889755112162138,-0.551268782963479,-2.1443005667075923,-0.29592414529914535,OPTIMIZE / TARGET ONLY
RC102,PassionFruit,Pattaya_Central,LINE MAN,Lunch,39,39,277,39,173.66666666666666,103.33333333333333,1127.2199999999998,2110.5916666666667,-983.3716666666669,3601.0,7.102564102564102,4.452991452991453,0.5950095969289828,4.0693862815884465,12.153119001919386,1.9864746575927246,-0.4659222729803255,-1.3914650606637418,-0.2730829399240952,OPTIMIZE / TARGET ONLY
RC102,PassionFruit,Pattaya_Central,LINE MAN,Morning,35,35,147,35,82.0,65.0,459.68999999999994,947.2000000000002,-487.5100000000001,1911.0,4.2,2.342857142857143,0.7926829268292683,3.127142857142857,11.551219512195123,2.6938573131734067,-0.5146853885135136,-1.9011743863441384,-0.2551072736787023,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,Grab,Afternoon,7,7,56,7,29.666666666666668,26.333333333333336,492.51200000000006,496.8833333333334,-4.371333333333332,548.7999999999998,8.0,4.238095238095238,0.8876404494382022,8.794857142857143,16.748876404494382,0.9043943673487862,-0.008797504444369886,-0.016753917910584004,-0.007965257531584063,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,Grab,Dinner,11,11,81,11,46.5,34.5,731.222,785.135,-53.91300000000002,793.7999999999997,7.363636363636363,4.2272727272727275,0.7419354838709677,9.027432098765432,16.884623655913977,0.870368391718291,-0.06866717188763716,-0.1284329078473232,-0.0679176114890401,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,Grab,Late Evening,5,5,52,5,22.666666666666668,29.333333333333332,473.0140000000001,378.46,94.55400000000012,509.59999999999985,10.4,4.533333333333333,1.2941176470588234,9.09642307692308,16.69676470588235,0.8355307976209627,0.24983882048301043,0.45858684943786066,0.18554552590266904,KEEP / SCALE SELECTIVELY
RC102,Pineapple,BKK_Ladprao,Grab,Late Night,3,3,9,3,4.0,5.0,88.95800000000001,67.02000000000002,21.938000000000002,88.19999999999997,3.0,1.3333333333333333,1.25,9.884222222222224,16.755000000000006,0.6951257896985097,0.3273351238436284,0.5548742103014903,0.24873015873015883,KEEP / SCALE SELECTIVELY
RC102,Pineapple,BKK_Ladprao,Grab,Lunch,12,12,83,12,55.5,27.5,756.276,949.9033333333334,-193.62733333333347,813.3999999999997,6.916666666666667,4.625,0.49549549549549554,9.111759036144578,17.115375375375375,0.8783832306673174,-0.2038389871250058,-0.38288773517182184,-0.2380468814031639,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,Grab,Morning,10,10,34,10,23.666666666666668,10.333333333333334,311.4580000000001,392.33000000000004,-80.87199999999996,333.19999999999993,3.4,2.3666666666666667,0.436619718309859,9.160529411764708,16.577323943661973,0.8096469317998156,-0.2061325924604286,-0.3730272134899566,-0.24271308523409355,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,LINE MAN,Afternoon,19,19,100,19,72.16666666666667,27.833333333333332,656.0900000000001,1004.26,-348.1699999999999,979.9999999999998,5.2631578947368425,3.7982456140350878,0.3856812933025404,6.560900000000001,13.915842956120091,1.121026529305444,-0.3466930874474736,-0.7353452360029036,-0.3552755102040816,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,LINE MAN,Dinner,26,26,137,26,104.66666666666667,32.333333333333336,887.7500000000002,1472.0166666666667,-584.2666666666665,1342.5999999999997,5.269230769230769,4.0256410256410255,0.30891719745222934,6.479927007299271,14.063853503184713,1.1703722105731402,-0.3969157957903555,-0.8614550131209109,-0.43517553006604104,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,LINE MAN,Late Evening,12,12,92,12,46.166666666666664,45.83333333333333,597.7500000000001,641.5883333333334,-43.838333333333324,901.5999999999997,7.666666666666667,3.847222222222222,0.9927797833935019,6.497282608695653,13.897220216606499,1.1389280801803392,-0.06832782183799047,-0.14614829678683727,-0.048622818692694476,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,LINE MAN,Late Night,10,10,28,10,17.5,10.5,180.54000000000008,239.46500000000003,-58.92499999999994,274.3999999999999,2.8,1.75,0.6000000000000001,6.447857142857146,13.683714285714288,1.122211144344743,-0.2460693629549201,-0.5222111443447428,-0.2147412536443147,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,LINE MAN,Lunch,25,25,199,25,115.33333333333333,83.66666666666667,1296.3600000000001,1620.9266666666667,-324.56666666666655,1950.1999999999994,7.96,4.613333333333333,0.7254335260115607,6.514371859296483,14.0542774566474,1.1574263428930482,-0.20023525637598238,-0.4319928168814875,-0.16642737497008853,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Ladprao,LINE MAN,Morning,16,16,65,16,33.333333333333336,31.666666666666664,444.0800000000001,478.1266666666667,-34.046666666666624,636.9999999999998,4.0625,2.0833333333333335,0.95,6.832000000000002,14.3438,1.099502341920374,-0.0712084663757162,-0.14950234192037404,-0.053448456305599114,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,Grab,Afternoon,15,15,228,15,105.66666666666667,122.33333333333333,1976.3860000000002,1804.7900000000002,171.59599999999995,2234.399999999999,15.2,7.044444444444445,1.1577287066246056,8.668359649122808,17.080031545741328,0.9703879669401738,0.0950780977288217,0.18734073968443177,0.07679735051915504,KEEP / SCALE SELECTIVELY
RC102,Pineapple,BKK_Sukhumvit,Grab,Dinner,20,20,219,20,126.0,93.0,1900.908,2158.94,-258.03200000000015,2146.1999999999994,10.95,6.3,0.7380952380952381,8.679945205479452,17.134444444444444,0.9740267984212456,-0.11951791156771385,-0.23593156032600748,-0.12022737862268205,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,Grab,Late Evening,10,10,152,10,79.83333333333333,72.16666666666667,1316.734,1377.665,-60.931000000000026,1489.5999999999995,15.2,7.9833333333333325,0.9039665970772444,8.662723684210526,17.256764091858038,0.9920713993581254,-0.044227733157189864,-0.08810480228088102,-0.040904269602577904,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,Grab,Late Night,15,15,50,15,34.5,15.5,429.5900000000001,590.4716666666667,-160.8816666666666,489.9999999999999,3.3333333333333335,2.3,0.4492753623188406,8.591800000000001,17.11512077294686,0.9920296995911051,-0.272462974514724,-0.5427543372722645,-0.3283299319727891,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,Grab,Lunch,20,20,259,20,154.5,104.5,2225.288,2631.655,-406.36699999999996,2538.1999999999994,12.95,7.725,0.6763754045307444,8.59184555984556,17.03336569579288,0.9825037097267213,-0.15441499740657505,-0.3061283051959769,-0.1601004648963833,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,Grab,Morning,20,20,107,20,70.5,36.5,922.3640000000001,1206.7150000000001,-284.3509999999999,1048.5999999999997,5.35,3.525,0.5177304964539007,8.620224299065422,17.116524822695037,0.9856240660177205,-0.23564056135873013,-0.4678935695638198,-0.27117203890902153,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,LINE MAN,Afternoon,15,15,140,15,109.75,30.25,1011.27,1571.5116666666668,-560.2416666666669,1371.9999999999995,9.333333333333334,7.316666666666666,0.27562642369020507,7.223357142857143,14.319012908124526,0.9823210489161485,-0.356498573030002,-0.7066946252259434,-0.4083394071914483,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,LINE MAN,Dinner,20,20,200,20,127.66666666666667,72.33333333333333,1427.96,1809.23,-381.27000000000004,1959.9999999999993,10.0,6.383333333333334,0.5665796344647518,7.1398,14.171514360313315,0.9848615311792088,-0.21073605898641967,-0.41828189671445704,-0.1945255102040817,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,LINE MAN,Late Evening,10,10,130,10,68.83333333333333,61.16666666666667,938.51,972.2008333333334,-33.690833333333416,1273.9999999999995,13.0,6.883333333333333,0.8886198547215498,7.219307692307693,14.12398305084746,0.9564179354617104,-0.03465419096362987,-0.06779808074016058,-0.026444924123495625,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,LINE MAN,Late Night,13,13,36,13,26.166666666666668,9.833333333333334,254.76000000000008,374.53000000000003,-119.76999999999998,352.7999999999999,2.769230769230769,2.0128205128205128,0.37579617834394896,7.076666666666669,14.313248407643313,1.0225975140334396,-0.31978746695858795,-0.6468013356894906,-0.33948412698412705,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,LINE MAN,Lunch,20,20,234,20,157.66666666666666,76.33333333333333,1686.9200000000003,2244.9233333333336,-558.0033333333332,2293.1999999999994,11.7,7.883333333333333,0.4841437632135308,7.2090598290598304,14.238414376321355,0.9750722998477679,-0.24856231170477983,-0.4909285366342371,-0.24332955404383977,OPTIMIZE / TARGET ONLY
RC102,Pineapple,BKK_Sukhumvit,LINE MAN,Morning,17,17,100,17,54.75,45.25,713.0300000000001,777.5050000000001,-64.47499999999994,979.9999999999998,5.882352941176471,3.2205882352941178,0.8264840182648401,7.130300000000001,14.201004566210047,0.9916419458101406,-0.08292551173304352,-0.16515792754530056,-0.06579081632653057,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,Grab,Afternoon,6,6,49,6,35.0,14.0,418.808,572.05,-153.24200000000002,480.1999999999999,8.166666666666666,5.833333333333333,0.3999999999999999,8.547102040816327,16.344285714285714,0.912260510782984,-0.26788217813128223,-0.5122605107829841,-0.31912119950020834,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,Grab,Dinner,8,8,76,8,49.0,27.0,652.8320000000001,792.5200000000001,-139.68800000000005,744.7999999999997,9.5,6.125,0.5510204081632653,8.589894736842107,16.17387755102041,0.8828958964596574,-0.1762580124160904,-0.33187548829639213,-0.1875510204081634,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,Grab,Late Evening,4,4,101,4,41.0,60.0,860.152,669.4000000000001,190.752,989.7999999999997,25.25,10.25,1.4634146341463414,8.516356435643564,16.326829268292684,0.9171143659464387,0.2849596653719748,0.5463002681999027,0.19271772075166707,KEEP / SCALE SELECTIVELY
RC102,Pineapple,Pattaya_Beach,Grab,Late Night,3,3,12,3,6.0,6.0,104.54400000000004,95.68,8.864000000000033,117.59999999999997,4.0,2.0,1.0,8.712000000000003,15.946666666666667,0.8304254667891025,0.09264214046822783,0.16957453321089755,0.07537414965986425,KEEP / SCALE SELECTIVELY
RC102,Pineapple,Pattaya_Beach,Grab,Lunch,8,8,83,8,50.0,33.0,713.416,817.9300000000001,-104.51399999999995,813.3999999999997,10.375,6.25,0.6599999999999999,8.595373493975904,16.358600000000003,0.9031866400529287,-0.1277786607655912,-0.24318664005292878,-0.12849028768133758,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,Grab,Morning,8,8,48,8,31.0,17.0,413.37600000000003,515.5,-102.12400000000002,470.39999999999986,6.0,3.875,0.5483870967741935,8.612,16.629032258064516,0.9309141033516624,-0.1981066925315227,-0.38252700657746885,-0.21710034013605453,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,LINE MAN,Afternoon,24,24,297,24,173.16666666666666,123.83333333333333,2041.4100000000005,2465.9783333333335,-424.56833333333304,2910.599999999999,12.375,7.215277777777778,0.7151106833493746,6.8734343434343455,14.24049085659288,1.0718159431021128,-0.1721703421292562,-0.35670525975273826,-0.14586969467921843,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,LINE MAN,Dinner,32,32,425,32,237.16666666666666,187.83333333333334,2963.1,3477.5233333333335,-514.4233333333333,4164.999999999999,13.28125,7.411458333333333,0.7919887561489811,6.9719999999999995,14.662782853127197,1.103095647321744,-0.14792807524895601,-0.3111068911727628,-0.12351100440176072,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,LINE MAN,Late Evening,16,16,275,16,146.16666666666666,128.83333333333334,1948.4,2109.465,-161.06499999999988,2694.999999999999,17.1875,9.135416666666666,0.8814139110604333,7.085090909090909,14.431915621436717,1.0369414883468986,-0.07635348299213307,-0.15552757728646527,-0.05976437847866417,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,LINE MAN,Late Night,20,20,71,20,46.666666666666664,24.333333333333332,498.16000000000014,674.4100000000001,-176.2499999999999,695.7999999999998,3.55,2.333333333333333,0.5214285714285716,7.016338028169016,14.45164285714286,1.0597130296634472,-0.26133954122862935,-0.5382844582348756,-0.25330554757114104,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,LINE MAN,Lunch,31,31,451,31,258.0,193.0,3175.4800000000005,3705.221666666667,-529.7416666666663,4419.799999999998,14.548387096774194,8.32258064516129,0.748062015503876,7.0409756097560985,14.361324289405685,1.03967817606219,-0.14297165306798998,-0.2916161605583141,-0.11985647917703664,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Beach,LINE MAN,Morning,33,33,200,33,127.83333333333333,72.16666666666667,1386.5900000000004,1818.9366666666667,-432.34666666666647,1959.9999999999995,6.0606060606060606,3.8737373737373737,0.5645371577574967,6.932950000000002,14.228970013037811,1.052368762653388,-0.23769198487761145,-0.4878316048958913,-0.22058503401360538,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,Grab,Afternoon,12,12,158,12,94.33333333333333,63.666666666666664,1369.846,1529.6666666666667,-159.82066666666665,1548.3999999999996,13.166666666666666,7.861111111111111,0.6749116607773853,8.669911392405064,16.215547703180214,0.8703245015151144,-0.10448071475266951,-0.19541284073772913,-0.10321665375010765,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,Grab,Dinner,16,16,185,16,125.16666666666667,59.833333333333336,1597.3400000000001,2027.805,-430.46500000000003,1812.9999999999995,11.5625,7.822916666666667,0.47802929427430096,8.634270270270271,16.200838881491343,0.8763414132720011,-0.21228125978582746,-0.39831211899770014,-0.2374324324324325,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,Grab,Late Evening,8,8,163,8,77.83333333333333,85.16666666666667,1413.6460000000004,1259.2783333333334,154.36766666666682,1597.3999999999996,20.375,9.729166666666666,1.0942184154175592,8.67267484662577,16.17916488222698,0.8655334332661764,0.12258423144472985,0.22868498215138278,0.09663682650974512,KEEP / SCALE SELECTIVELY
RC102,Pineapple,Pattaya_Central,Grab,Late Night,10,10,30,10,19.166666666666668,10.833333333333334,255.84000000000003,306.49833333333333,-50.65833333333331,293.9999999999999,3.0,1.9166666666666667,0.5652173913043477,8.528,15.991217391304346,0.8751427522636428,-0.16528094225634715,-0.3099253609592951,-0.17230725623582765,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,Grab,Lunch,16,16,269,16,150.16666666666666,118.83333333333333,2319.178,2443.1916666666666,-124.0136666666667,2636.1999999999994,16.8125,9.385416666666666,0.7913429522752498,8.621479553903345,16.26986681465039,0.8871316359248642,-0.05075887756111375,-0.09578868364961446,-0.047042586551349186,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,Grab,Morning,17,17,94,17,64.83333333333333,29.166666666666664,816.588,1056.6450000000002,-240.0570000000001,921.1999999999997,5.529411764705882,3.813725490196078,0.44987146529562994,8.687106382978723,16.29786632390746,0.876098392882704,-0.227187939184873,-0.42622692758707403,-0.26059161962657423,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,LINE MAN,Afternoon,21,21,346,21,165.0,181.0,2299.59,2348.21,-48.62000000000016,3390.799999999999,16.476190476190474,7.857142857142857,1.0969696969696972,6.64621387283237,14.231575757575758,1.1413057162890827,-0.020705132845869834,-0.04433601931938558,-0.014338799103456463,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,LINE MAN,Dinner,28,28,412,28,221.5,190.5,2679.03,3153.96,-474.93000000000006,4037.599999999999,14.714285714285714,7.910714285714286,0.8600451467268624,6.5025,14.239097065462754,1.1897880915744334,-0.15058212532815884,-0.32974294484757105,-0.11762680800475535,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,LINE MAN,Late Evening,14,14,267,14,172.0,95.0,1727.5700000000002,2478.9300000000003,-751.3599999999999,2616.5999999999995,19.071428571428573,12.285714285714286,0.5523255813953489,6.470299625468165,14.412383720930235,1.2274677457286085,-0.3030985142783379,-0.6751421643332596,-0.2871512650003822,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,LINE MAN,Late Night,22,22,84,22,59.0,25.0,549.6000000000001,844.3650000000001,-294.76499999999993,823.1999999999998,3.8181818181818183,2.6818181818181817,0.423728813559322,6.5428571428571445,14.31127118644068,1.187312190067352,-0.3490966584356291,-0.76358337650803,-0.35807215743440235,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,LINE MAN,Lunch,28,28,410,28,274.5,135.5,2695.63,3918.0400000000004,-1222.41,4017.9999999999986,14.642857142857142,9.803571428571429,0.49362477231329693,6.574707317073171,14.27336976320583,1.1709513556810056,-0.3119952833559637,-0.6773265833677087,-0.30423344947735204,OPTIMIZE / TARGET ONLY
RC102,Pineapple,Pattaya_Central,LINE MAN,Morning,31,31,188,31,125.5,62.5,1239.13,1797.105,-557.9749999999999,1842.3999999999994,6.064516129032258,4.048387096774194,0.49800796812749004,6.591117021276596,14.319561752988047,1.1725546226479486,-0.3104854752504722,-0.6745466545204586,-0.3028522579244464,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Ladprao,Grab,Afternoon,12,12,137,12,67.5,69.5,1216.67,1041.2849999999999,175.3850000000002,1233.0,11.416666666666666,5.625,1.0296296296296297,8.88080291970803,15.426444444444442,0.7370551496205944,0.16843131323316896,0.2925744800090353,0.14224249797242514,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Ladprao,Grab,Dinner,16,16,150,16,78.5,71.5,1318.3600000000001,1214.595,103.76500000000011,1350.0,9.375,4.90625,0.910828025477707,8.789066666666667,15.472547770700638,0.7604312673360052,0.08543176943754927,0.15039675814170184,0.07686296296296305,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Ladprao,Grab,Late Evening,8,8,85,8,60.0,25.0,759.1400000000001,928.45,-169.30999999999995,765.0,10.625,7.5,0.41666666666666674,8.931058823529414,15.474166666666667,0.7326239780102042,-0.18235769292907522,-0.31595731134353744,-0.22132026143790842,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Ladprao,Grab,Late Night,7,7,27,7,14.0,13.0,244.5,216.11,28.389999999999993,243.0,3.857142857142857,2.0,0.9285714285714286,9.055555555555555,15.436428571428573,0.7046362839614375,0.13136828466984407,0.2239351446099911,0.11683127572016458,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Ladprao,Grab,Lunch,16,16,186,16,121.0,65.0,1666.92,1869.68,-202.75999999999996,1674.0,11.625,7.5625,0.5371900826446281,8.961935483870969,15.451900826446282,0.7241700583825308,-0.10844636515339523,-0.1869799757379027,-0.12112305854241336,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Ladprao,Grab,Morning,13,13,68,13,31.5,36.5,611.05,490.38500000000005,120.66499999999994,612.0,5.230769230769231,2.423076923076923,1.1587301587301586,8.986029411764704,15.56777777777778,0.7324423351426057,0.2460617677946917,0.4262878235875529,0.19716503267973845,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Ladprao,LINE MAN,Afternoon,9,9,102,9,43.166666666666664,58.833333333333336,664.18,559.5216666666668,104.65833333333329,918.0,11.333333333333334,4.796296296296296,1.362934362934363,6.51156862745098,12.961891891891895,0.9905943764837446,0.1870496525305838,0.3723399864506185,0.11400689905591861,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Ladprao,LINE MAN,Dinner,12,12,116,12,55.5,60.5,757.32,720.345,36.975000000000065,1044.0,9.666666666666666,4.625,1.09009009009009,6.528620689655173,12.97918918918919,0.9880446125098319,0.051329571247110684,0.10204547758025817,0.03541666666666673,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Ladprao,LINE MAN,Late Evening,6,6,66,6,34.333333333333336,31.666666666666668,418.27000000000015,444.7033333333334,-26.43333333333321,594.0,11.0,5.722222222222222,0.9223300970873785,6.337424242424245,12.952524271844661,1.0438152436028099,-0.059440375980990834,-0.12148514651543141,-0.04450056116722762,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Ladprao,LINE MAN,Late Night,7,7,22,7,11.333333333333334,10.666666666666666,139.85000000000002,145.69333333333333,-5.843333333333318,198.0,3.142857142857143,1.619047619047619,0.9411764705882353,6.356818181818183,12.855294117647057,1.022284380323455,-0.04010707421982229,-0.08110790973521964,-0.029511784511784434,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Ladprao,LINE MAN,Lunch,12,12,121,12,77.66666666666667,43.333333333333336,795.5500000000001,1010.4366666666667,-214.88666666666663,1089.0,10.083333333333334,6.472222222222222,0.5579399141630901,6.574793388429753,13.009914163090128,0.9787563493607006,-0.21266713071246424,-0.42081643519761047,-0.1973247627793082,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Ladprao,LINE MAN,Morning,13,13,59,13,37.333333333333336,21.666666666666664,377.9900000000001,485.42333333333335,-107.43333333333324,531.0,4.538461538461538,2.871794871794872,0.5803571428571428,6.406610169491527,13.002410714285714,1.0295304958936926,-0.22131884883984398,-0.4491733530365498,-0.20232266164469537,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,Grab,Afternoon,21,21,317,21,177.33333333333334,139.66666666666666,2696.0200000000004,2719.3333333333335,-23.313333333333134,2853.0,15.095238095238095,8.444444444444445,0.7875939849624058,8.50479495268139,15.334586466165414,0.8030518726769218,-0.008573179700906985,-0.01545788771451595,-0.008171515363944316,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,Grab,Dinner,28,28,433,28,239.5,193.5,3728.2400000000002,3672.4500000000003,55.79000000000026,3897.0,15.464285714285714,8.553571428571429,0.8079331941544885,8.610254041570439,15.33382045929019,0.7808789828102944,0.015191493417201052,0.027054211344194057,0.014316140620990573,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Sukhumvit,Grab,Late Evening,14,14,233,14,142.33333333333334,90.66666666666667,2002.92,2190.866666666667,-187.94666666666674,2097.0,16.642857142857142,10.166666666666668,0.6370023419203745,8.596223175965665,15.392505854800937,0.7906126376333644,-0.08578644676383773,-0.1536102957129899,-0.08962645048481963,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,Grab,Late Night,18,18,68,18,47.0,21.0,578.87,725.3883333333334,-146.51833333333335,612.0,3.7777777777777777,2.611111111111111,0.44680851063829796,8.51279411764706,15.433794326241136,0.8130115815025778,-0.20198606263771368,-0.36620307086427983,-0.23940904139433553,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,Grab,Lunch,28,28,471,28,290.6666666666667,180.33333333333334,4068.4500000000003,4464.281666666667,-395.83166666666665,4239.0,16.821428571428573,10.380952380952381,0.6204128440366972,8.637898089171975,15.358767201834862,0.7780676552653272,-0.08866637372417885,-0.15765481122863,-0.09337854839977981,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,Grab,Morning,29,29,148,29,111.0,37.0,1258.8100000000002,1706.1750000000002,-447.3649999999999,1332.0,5.103448275862069,3.8275862068965516,0.33333333333333326,8.505472972972974,15.370945945945948,0.8071829743964538,-0.26220346681905427,-0.47384964106312055,-0.33585960960960953,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,LINE MAN,Afternoon,12,12,246,12,115.0,131.0,1680.27,1479.8799999999999,200.39000000000013,2214.0,20.5,9.583333333333334,1.1391304347826088,6.830365853658536,12.868521739130435,0.8840164662977301,0.1354096278076602,0.25511396848487866,0.09051038843721776,KEEP / SCALE SELECTIVELY
RC102,Watermelon,BKK_Sukhumvit,LINE MAN,Dinner,16,16,271,16,170.83333333333334,100.16666666666666,1851.2500000000002,2194.8533333333335,-343.6033333333331,2439.0,16.9375,10.677083333333334,0.586341463414634,6.831180811808119,12.847921951219512,0.8807761505904048,-0.15654956443558865,-0.2944346871757708,-0.14087877545442112,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,LINE MAN,Late Evening,8,8,167,8,98.83333333333333,68.16666666666666,1156.26,1270.8983333333335,-114.63833333333339,1503.0,20.875,12.354166666666666,0.6897133220910625,6.923712574850299,12.859005059021925,0.8572413167078872,-0.09020259947360088,-0.16752799461682466,-0.07627300953648262,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,LINE MAN,Late Night,13,13,51,13,31.833333333333332,19.166666666666668,345.77,407.89833333333337,-62.128333333333345,459.0,3.923076923076923,2.4487179487179485,0.6020942408376964,6.779803921568627,12.813560209424086,0.8899602934917097,-0.15231328067860062,-0.2878660526540133,-0.1353558460421206,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,LINE MAN,Lunch,16,16,361,16,245.0,116.0,2455.59,3125.201666666667,-669.6116666666666,3249.0,22.5625,15.3125,0.47346938775510194,6.80218836565097,12.755925170068029,0.8752678526930628,-0.21426190629831354,-0.4017984649379609,-0.20609777367395093,OPTIMIZE / TARGET ONLY
RC102,Watermelon,BKK_Sukhumvit,LINE MAN,Morning,17,17,117,17,91.33333333333333,25.666666666666668,802.98,1177.7466666666667,-374.7666666666666,1053.0,6.882352941176471,5.372549019607843,0.281021897810219,6.863076923076923,12.895036496350366,0.8789001844043349,-0.31820651866275707,-0.5978782865941159,-0.3559037670148781,OPTIMIZE / TARGET ONLY
RC102,Watermelon,Pattaya_Beach,Grab,Afternoon,15,15,306,15,174.0,132.0,2737.8700000000003,2698.13,39.74000000000005,2754.0,20.4,11.6,0.7586206896551724,8.947287581699348,15.506494252873564,0.7330944279236451,0.014728719520556988,0.025526261731527278,0.014429920116194645,KEEP / SCALE SELECTIVELY
RC102,Watermelon,Pattaya_Beach,Grab,Dinner,20,20,382,20,265.5,116.5,3424.1200000000003,4124.74,-700.6199999999997,3438.0,19.1,13.275,0.43879472693032007,8.96366492146597,15.535743879472692,0.7331910569602023,-0.16985797892715648,-0.2943963300298822,-0.2037870855148341,OPTIMIZE / TARGET ONLY
RC102,Watermelon,Pattaya_Beach,Grab,Late Evening,10,10,282,10,166.33333333333334,115.66666666666666,2527.85,2585.3633333333337,-57.51333333333362,2538.0,28.2,16.633333333333333,0.6953907815631262,8.964007092198582,15.543266533066134,0.7339641048023615,-0.022245744956543967,-0.038573323239235346,-0.022660887838192915,OPTIMIZE / TARGET ONLY
