source_row_id,date,kitchen,sku,units_wasted,est_waste_cost_thb,week_start,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,base_price_thb,fruit_cost_raw_thb,fruit_cost_used_thb,waste_cost_raw_thb,waste_cost_status
4127,2026-05-01,Pattaya_Beach,Pineapple,3,40.89,2026-04-27,6,5,49.0,7.63,7.63,40.89,observed_estimated_cost
4128,2026-05-01,Pattaya_Beach,Watermelon,7,92.26,2026-04-27,6,5,45.0,7.18,7.18,92.26,observed_estimated_cost
4129,2026-05-01,Pattaya_Central,Guava,8,117.6,2026-04-27,6,5.5,49.0,8.7,8.7,117.6,observed_estimated_cost
4130,2026-05-01,Pattaya_Central,MixedBerryPremium,19,841.7,2026-04-27,8,7,89.0,36.3,36.3,841.7,observed_estimated_cost
4131,2026-05-01,Pattaya_Central,PassionFruit,6,147.06,2026-04-27,6,6,65.0,18.51,18.51,147.06,observed_estimated_cost
4132,2026-05-01,Pattaya_Central,Pineapple,8,109.04,2026-04-27,6,5,49.0,7.63,7.63,109.04,observed_estimated_cost
4133,2026-05-01,Pattaya_Central,Watermelon,7,92.26,2026-04-27,6,5,45.0,7.18,7.18,92.26,observed_estimated_cost
4134,2026-05-02,BKK_Ladprao,Guava,2,29.4,2026-04-27,6,5.5,49.0,8.7,8.7,29.4,observed_estimated_cost
4135,2026-05-02,BKK_Ladprao,MixedBerryPremium,17,753.1,2026-04-27,8,7,89.0,36.3,36.3,753.1,observed_estimated_cost
4136,2026-05-02,BKK_Ladprao,PassionFruit,4,98.04,2026-04-27,6,6,65.0,18.51,18.51,98.04,observed_estimated_cost
4137,2026-05-02,BKK_Ladprao,Pineapple,5,68.15,2026-04-27,6,5,49.0,7.63,7.63,68.15,observed_estimated_cost
4138,2026-05-02,BKK_Ladprao,Watermelon,5,65.9,2026-04-27,6,5,45.0,7.18,7.18,65.9,observed_estimated_cost
4139,2026-05-02,BKK_Sukhumvit,Guava,3,44.1,2026-04-27,6,5.5,49.0,8.7,8.7,44.1,observed_estimated_cost
4140,2026-05-02,BKK_Sukhumvit,MixedBerryPremium,6,265.8,2026-04-27,8,7,89.0,36.3,36.3,265.8,observed_estimated_cost
4141,2026-05-02,BKK_Sukhumvit,PassionFruit,3,73.53,2026-04-27,6,6,65.0,18.51,18.51,73.53,observed_estimated_cost
4142,2026-05-02,BKK_Sukhumvit,Pineapple,6,81.78,2026-04-27,6,5,49.0,7.63,7.63,81.78,observed_estimated_cost
4143,2026-05-02,BKK_Sukhumvit,Watermelon,2,26.36,2026-04-27,6,5,45.0,7.18,7.18,26.36,observed_estimated_cost
4144,2026-05-02,Pattaya_Beach,Guava,7,102.9,2026-04-27,6,5.5,49.0,8.7,8.7,102.9,observed_estimated_cost
4145,2026-05-02,Pattaya_Beach,MixedBerryPremium,12,531.6,2026-04-27,8,7,89.0,36.3,36.3,531.6,observed_estimated_cost
4146,2026-05-02,Pattaya_Beach,PassionFruit,7,171.57,2026-04-27,6,6,65.0,18.51,18.51,171.57,observed_estimated_cost
4147,2026-05-02,Pattaya_Beach,Pineapple,7,95.41,2026-04-27,6,5,49.0,7.63,7.63,95.41,observed_estimated_cost
4148,2026-05-02,Pattaya_Beach,Watermelon,6,79.08,2026-04-27,6,5,45.0,7.18,7.18,79.08,observed_estimated_cost
4149,2026-05-02,Pattaya_Central,Guava,13,191.1,2026-04-27,6,5.5,49.0,8.7,8.7,191.1,observed_estimated_cost
4150,2026-05-02,Pattaya_Central,MixedBerryPremium,13,575.9,2026-04-27,8,7,89.0,36.3,36.3,575.9,observed_estimated_cost
4151,2026-05-02,Pattaya_Central,PassionFruit,11,269.61,2026-04-27,6,6,65.0,18.51,18.51,269.61,observed_estimated_cost
4152,2026-05-02,Pattaya_Central,Pineapple,11,149.93,2026-04-27,6,5,49.0,7.63,7.63,149.93,observed_estimated_cost
4153,2026-05-02,Pattaya_Central,Watermelon,9,118.62,2026-04-27,6,5,45.0,7.18,7.18,118.62,observed_estimated_cost
4154,2026-05-03,BKK_Ladprao,Guava,3,44.1,2026-04-27,6,5.5,49.0,8.7,8.7,44.1,observed_estimated_cost
4155,2026-05-03,BKK_Ladprao,MixedBerryPremium,8,354.4,2026-04-27,8,7,89.0,36.3,36.3,354.4,observed_estimated_cost
4156,2026-05-03,BKK_Ladprao,PassionFruit,6,147.06,2026-04-27,6,6,65.0,18.51,18.51,147.06,observed_estimated_cost
4157,2026-05-03,BKK_Ladprao,Pineapple,3,40.89,2026-04-27,6,5,49.0,7.63,7.63,40.89,observed_estimated_cost
4158,2026-05-03,BKK_Ladprao,Watermelon,9,118.62,2026-04-27,6,5,45.0,7.18,7.18,118.62,observed_estimated_cost
4159,2026-05-03,BKK_Sukhumvit,Guava,4,58.8,2026-04-27,6,5.5,49.0,8.7,8.7,58.8,observed_estimated_cost
4160,2026-05-03,BKK_Sukhumvit,MixedBerryPremium,12,531.6,2026-04-27,8,7,89.0,36.3,36.3,531.6,observed_estimated_cost
4161,2026-05-03,BKK_Sukhumvit,PassionFruit,7,171.57,2026-04-27,6,6,65.0,18.51,18.51,171.57,observed_estimated_cost
4162,2026-05-03,BKK_Sukhumvit,Pineapple,8,109.04,2026-04-27,6,5,49.0,7.63,7.63,109.04,observed_estimated_cost
4163,2026-05-03,BKK_Sukhumvit,Watermelon,7,92.26,2026-04-27,6,5,45.0,7.18,7.18,92.26,observed_estimated_cost
4164,2026-05-03,Pattaya_Beach,Guava,6,88.2,2026-04-27,6,5.5,49.0,8.7,8.7,88.2,observed_estimated_cost
4165,2026-05-03,Pattaya_Beach,MixedBerryPremium,4,177.2,2026-04-27,8,7,89.0,36.3,36.3,177.2,observed_estimated_cost
4166,2026-05-03,Pattaya_Beach,PassionFruit,8,196.08,2026-04-27,6,6,65.0,18.51,18.51,196.08,observed_estimated_cost
4167,2026-05-03,Pattaya_Beach,Pineapple,9,122.67,2026-04-27,6,5,49.0,7.63,7.63,122.67,observed_estimated_cost
4168,2026-05-03,Pattaya_Beach,Watermelon,12,158.16,2026-04-27,6,5,45.0,7.18,7.18,158.16,observed_estimated_cost
4169,2026-05-03,Pattaya_Central,Guava,6,88.2,2026-04-27,6,5.5,49.0,8.7,8.7,88.2,observed_estimated_cost
4170,2026-05-03,Pattaya_Central,MixedBerryPremium,12,531.6,2026-04-27,8,7,89.0,36.3,36.3,531.6,observed_estimated_cost
4171,2026-05-03,Pattaya_Central,PassionFruit,9,220.59,2026-04-27,6,6,65.0,18.51,18.51,220.59,observed_estimated_cost
4172,2026-05-03,Pattaya_Central,Pineapple,7,95.41,2026-04-27,6,5,49.0,7.63,7.63,95.41,observed_estimated_cost
4173,2026-05-03,Pattaya_Central,Watermelon,11,144.98,2026-04-27,6,5,45.0,7.18,7.18,144.98,observed_estimated_cost
4174,2026-05-04,BKK_Ladprao,Guava,3,47.13,2026-05-04,6,5.5,49.0,9.71,9.71,47.13,observed_estimated_cost
4175,2026-05-04,BKK_Ladprao,MixedBerryPremium,14,631.4,2026-05-04,8,7,89.0,37.1,37.1,631.4,observed_estimated_cost
4176,2026-05-04,BKK_Ladprao,PassionFruit,4,93.92,2026-05-04,6,6,65.0,17.48,17.48,93.92,observed_estimated_cost
4177,2026-05-04,BKK_Ladprao,Pineapple,8,116.16,2026-05-04,6,5,49.0,8.52,8.52,116.16,observed_estimated_cost
4178,2026-05-04,BKK_Ladprao,Watermelon,6,77.16,2026-05-04,6,5,45.0,6.86,6.86,77.16,observed_estimated_cost
4179,2026-05-04,BKK_Sukhumvit,Guava,4,62.84,2026-05-04,6,5.5,49.0,9.71,9.71,62.84,observed_estimated_cost
4180,2026-05-04,BKK_Sukhumvit,MixedBerryPremium,9,405.9,2026-05-04,8,7,89.0,37.1,37.1,405.9,observed_estimated_cost
4181,2026-05-04,BKK_Sukhumvit,PassionFruit,4,93.92,2026-05-04,6,6,65.0,17.48,17.48,93.92,observed_estimated_cost
4182,2026-05-04,BKK_Sukhumvit,Pineapple,4,58.08,2026-05-04,6,5,49.0,8.52,8.52,58.08,observed_estimated_cost
4183,2026-05-04,BKK_Sukhumvit,Watermelon,10,128.6,2026-05-04,6,5,45.0,6.86,6.86,128.6,observed_estimated_cost
4184,2026-05-04,Pattaya_Beach,Guava,7,109.97,2026-05-04,6,5.5,49.0,9.71,9.71,109.97,observed_estimated_cost
4185,2026-05-04,Pattaya_Beach,MixedBerryPremium,8,360.8,2026-05-04,8,7,89.0,37.1,37.1,360.8,observed_estimated_cost
4186,2026-05-04,Pattaya_Beach,PassionFruit,8,187.84,2026-05-04,6,6,65.0,17.48,17.48,187.84,observed_estimated_cost
4187,2026-05-04,Pattaya_Beach,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4188,2026-05-04,Pattaya_Beach,Watermelon,12,154.32,2026-05-04,6,5,45.0,6.86,6.86,154.32,observed_estimated_cost
4189,2026-05-04,Pattaya_Central,Guava,2,31.42,2026-05-04,6,5.5,49.0,9.71,9.71,31.42,observed_estimated_cost
4190,2026-05-04,Pattaya_Central,MixedBerryPremium,6,270.6,2026-05-04,8,7,89.0,37.1,37.1,270.6,observed_estimated_cost
4191,2026-05-04,Pattaya_Central,PassionFruit,10,234.8,2026-05-04,6,6,65.0,17.48,17.48,234.8,observed_estimated_cost
4192,2026-05-04,Pattaya_Central,Pineapple,10,145.2,2026-05-04,6,5,49.0,8.52,8.52,145.2,observed_estimated_cost
4193,2026-05-04,Pattaya_Central,Watermelon,15,192.9,2026-05-04,6,5,45.0,6.86,6.86,192.9,observed_estimated_cost
4194,2026-05-05,BKK_Ladprao,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4195,2026-05-05,BKK_Ladprao,MixedBerryPremium,20,902.0,2026-05-04,8,7,89.0,37.1,37.1,902.0,observed_estimated_cost
4196,2026-05-05,BKK_Ladprao,PassionFruit,9,211.32,2026-05-04,6,6,65.0,17.48,17.48,211.32,observed_estimated_cost
4197,2026-05-05,BKK_Ladprao,Pineapple,9,130.68,2026-05-04,6,5,49.0,8.52,8.52,130.68,observed_estimated_cost
4198,2026-05-05,BKK_Ladprao,Watermelon,16,205.76,2026-05-04,6,5,45.0,6.86,6.86,205.76,observed_estimated_cost
4199,2026-05-05,BKK_Sukhumvit,Guava,9,141.39,2026-05-04,6,5.5,49.0,9.71,9.71,141.39,observed_estimated_cost
4200,2026-05-05,BKK_Sukhumvit,MixedBerryPremium,12,541.2,2026-05-04,8,7,89.0,37.1,37.1,541.2,observed_estimated_cost
4201,2026-05-05,BKK_Sukhumvit,PassionFruit,11,258.28,2026-05-04,6,6,65.0,17.48,17.48,258.28,observed_estimated_cost
4202,2026-05-05,BKK_Sukhumvit,Pineapple,7,101.64,2026-05-04,6,5,49.0,8.52,8.52,101.64,observed_estimated_cost
4203,2026-05-05,BKK_Sukhumvit,Watermelon,12,154.32,2026-05-04,6,5,45.0,6.86,6.86,154.32,observed_estimated_cost
4204,2026-05-05,Pattaya_Beach,Guava,6,94.26,2026-05-04,6,5.5,49.0,9.71,9.71,94.26,observed_estimated_cost
4205,2026-05-05,Pattaya_Beach,MixedBerryPremium,11,496.1,2026-05-04,8,7,89.0,37.1,37.1,496.1,observed_estimated_cost
4206,2026-05-05,Pattaya_Beach,PassionFruit,8,187.84,2026-05-04,6,6,65.0,17.48,17.48,187.84,observed_estimated_cost
4207,2026-05-05,Pattaya_Beach,Pineapple,14,203.28,2026-05-04,6,5,49.0,8.52,8.52,203.28,observed_estimated_cost
4208,2026-05-05,Pattaya_Beach,Watermelon,9,115.74,2026-05-04,6,5,45.0,6.86,6.86,115.74,observed_estimated_cost
4209,2026-05-05,Pattaya_Central,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4210,2026-05-05,Pattaya_Central,MixedBerryPremium,26,1172.6,2026-05-04,8,7,89.0,37.1,37.1,1172.6,observed_estimated_cost
4211,2026-05-05,Pattaya_Central,PassionFruit,12,281.76,2026-05-04,6,6,65.0,17.48,17.48,281.76,observed_estimated_cost
4212,2026-05-05,Pattaya_Central,Pineapple,6,87.12,2026-05-04,6,5,49.0,8.52,8.52,87.12,observed_estimated_cost
4213,2026-05-05,Pattaya_Central,Watermelon,13,167.18,2026-05-04,6,5,45.0,6.86,6.86,167.18,observed_estimated_cost
4214,2026-05-06,BKK_Ladprao,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4215,2026-05-06,BKK_Ladprao,MixedBerryPremium,9,405.9,2026-05-04,8,7,89.0,37.1,37.1,405.9,observed_estimated_cost
4216,2026-05-06,BKK_Ladprao,PassionFruit,3,70.44,2026-05-04,6,6,65.0,17.48,17.48,70.44,observed_estimated_cost
4217,2026-05-06,BKK_Ladprao,Pineapple,4,58.08,2026-05-04,6,5,49.0,8.52,8.52,58.08,observed_estimated_cost
4218,2026-05-06,BKK_Ladprao,Watermelon,6,77.16,2026-05-04,6,5,45.0,6.86,6.86,77.16,observed_estimated_cost
4219,2026-05-06,BKK_Sukhumvit,Guava,3,47.13,2026-05-04,6,5.5,49.0,9.71,9.71,47.13,observed_estimated_cost
4220,2026-05-06,BKK_Sukhumvit,MixedBerryPremium,11,496.1,2026-05-04,8,7,89.0,37.1,37.1,496.1,observed_estimated_cost
4221,2026-05-06,BKK_Sukhumvit,PassionFruit,6,140.88,2026-05-04,6,6,65.0,17.48,17.48,140.88,observed_estimated_cost
4222,2026-05-06,BKK_Sukhumvit,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4223,2026-05-06,BKK_Sukhumvit,Watermelon,6,77.16,2026-05-04,6,5,45.0,6.86,6.86,77.16,observed_estimated_cost
4224,2026-05-06,Pattaya_Beach,Guava,4,62.84,2026-05-04,6,5.5,49.0,9.71,9.71,62.84,observed_estimated_cost
4225,2026-05-06,Pattaya_Beach,MixedBerryPremium,8,360.8,2026-05-04,8,7,89.0,37.1,37.1,360.8,observed_estimated_cost
4226,2026-05-06,Pattaya_Beach,PassionFruit,4,93.92,2026-05-04,6,6,65.0,17.48,17.48,93.92,observed_estimated_cost
4227,2026-05-06,Pattaya_Beach,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4228,2026-05-06,Pattaya_Beach,Watermelon,5,64.3,2026-05-04,6,5,45.0,6.86,6.86,64.3,observed_estimated_cost
4229,2026-05-06,Pattaya_Central,Guava,6,94.26,2026-05-04,6,5.5,49.0,9.71,9.71,94.26,observed_estimated_cost
4230,2026-05-06,Pattaya_Central,MixedBerryPremium,14,631.4,2026-05-04,8,7,89.0,37.1,37.1,631.4,observed_estimated_cost
4231,2026-05-06,Pattaya_Central,PassionFruit,10,234.8,2026-05-04,6,6,65.0,17.48,17.48,234.8,observed_estimated_cost
4232,2026-05-06,Pattaya_Central,Pineapple,7,101.64,2026-05-04,6,5,49.0,8.52,8.52,101.64,observed_estimated_cost
4233,2026-05-06,Pattaya_Central,Watermelon,8,102.88,2026-05-04,6,5,45.0,6.86,6.86,102.88,observed_estimated_cost
4234,2026-05-07,BKK_Ladprao,Guava,6,94.26,2026-05-04,6,5.5,49.0,9.71,9.71,94.26,observed_estimated_cost
4235,2026-05-07,BKK_Ladprao,MixedBerryPremium,10,451.0,2026-05-04,8,7,89.0,37.1,37.1,451.0,observed_estimated_cost
4236,2026-05-07,BKK_Ladprao,PassionFruit,3,70.44,2026-05-04,6,6,65.0,17.48,17.48,70.44,observed_estimated_cost
4237,2026-05-07,BKK_Ladprao,Pineapple,2,29.04,2026-05-04,6,5,49.0,8.52,8.52,29.04,observed_estimated_cost
4238,2026-05-07,BKK_Ladprao,Watermelon,6,77.16,2026-05-04,6,5,45.0,6.86,6.86,77.16,observed_estimated_cost
4239,2026-05-07,BKK_Sukhumvit,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4240,2026-05-07,BKK_Sukhumvit,MixedBerryPremium,9,405.9,2026-05-04,8,7,89.0,37.1,37.1,405.9,observed_estimated_cost
4241,2026-05-07,BKK_Sukhumvit,PassionFruit,5,117.4,2026-05-04,6,6,65.0,17.48,17.48,117.4,observed_estimated_cost
4242,2026-05-07,BKK_Sukhumvit,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4243,2026-05-07,BKK_Sukhumvit,Watermelon,5,64.3,2026-05-04,6,5,45.0,6.86,6.86,64.3,observed_estimated_cost
4244,2026-05-07,Pattaya_Beach,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4245,2026-05-07,Pattaya_Beach,MixedBerryPremium,7,315.7,2026-05-04,8,7,89.0,37.1,37.1,315.7,observed_estimated_cost
4246,2026-05-07,Pattaya_Beach,PassionFruit,6,140.88,2026-05-04,6,6,65.0,17.48,17.48,140.88,observed_estimated_cost
4247,2026-05-07,Pattaya_Beach,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4248,2026-05-07,Pattaya_Beach,Watermelon,5,64.3,2026-05-04,6,5,45.0,6.86,6.86,64.3,observed_estimated_cost
4249,2026-05-07,Pattaya_Central,Guava,4,62.84,2026-05-04,6,5.5,49.0,9.71,9.71,62.84,observed_estimated_cost
4250,2026-05-07,Pattaya_Central,MixedBerryPremium,14,631.4,2026-05-04,8,7,89.0,37.1,37.1,631.4,observed_estimated_cost
4251,2026-05-07,Pattaya_Central,PassionFruit,6,140.88,2026-05-04,6,6,65.0,17.48,17.48,140.88,observed_estimated_cost
4252,2026-05-07,Pattaya_Central,Pineapple,4,58.08,2026-05-04,6,5,49.0,8.52,8.52,58.08,observed_estimated_cost
4253,2026-05-07,Pattaya_Central,Watermelon,11,141.46,2026-05-04,6,5,45.0,6.86,6.86,141.46,observed_estimated_cost
4254,2026-05-08,BKK_Ladprao,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4255,2026-05-08,BKK_Ladprao,MixedBerryPremium,18,811.8,2026-05-04,8,7,89.0,37.1,37.1,811.8,observed_estimated_cost
4256,2026-05-08,BKK_Ladprao,PassionFruit,5,117.4,2026-05-04,6,6,65.0,17.48,17.48,117.4,observed_estimated_cost
4257,2026-05-08,BKK_Ladprao,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4258,2026-05-08,BKK_Ladprao,Watermelon,8,102.88,2026-05-04,6,5,45.0,6.86,6.86,102.88,observed_estimated_cost
4259,2026-05-08,BKK_Sukhumvit,Guava,4,62.84,2026-05-04,6,5.5,49.0,9.71,9.71,62.84,observed_estimated_cost
4260,2026-05-08,BKK_Sukhumvit,MixedBerryPremium,13,586.3,2026-05-04,8,7,89.0,37.1,37.1,586.3,observed_estimated_cost
4261,2026-05-08,BKK_Sukhumvit,PassionFruit,4,93.92,2026-05-04,6,6,65.0,17.48,17.48,93.92,observed_estimated_cost
4262,2026-05-08,BKK_Sukhumvit,Pineapple,8,116.16,2026-05-04,6,5,49.0,8.52,8.52,116.16,observed_estimated_cost
4263,2026-05-08,BKK_Sukhumvit,Watermelon,4,51.44,2026-05-04,6,5,45.0,6.86,6.86,51.44,observed_estimated_cost
4264,2026-05-08,Pattaya_Beach,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4265,2026-05-08,Pattaya_Beach,MixedBerryPremium,13,586.3,2026-05-04,8,7,89.0,37.1,37.1,586.3,observed_estimated_cost
4266,2026-05-08,Pattaya_Beach,PassionFruit,6,140.88,2026-05-04,6,6,65.0,17.48,17.48,140.88,observed_estimated_cost
4267,2026-05-08,Pattaya_Beach,Pineapple,4,58.08,2026-05-04,6,5,49.0,8.52,8.52,58.08,observed_estimated_cost
4268,2026-05-08,Pattaya_Beach,Watermelon,4,51.44,2026-05-04,6,5,45.0,6.86,6.86,51.44,observed_estimated_cost
4269,2026-05-08,Pattaya_Central,Guava,6,94.26,2026-05-04,6,5.5,49.0,9.71,9.71,94.26,observed_estimated_cost
4270,2026-05-08,Pattaya_Central,MixedBerryPremium,16,721.6,2026-05-04,8,7,89.0,37.1,37.1,721.6,observed_estimated_cost
4271,2026-05-08,Pattaya_Central,PassionFruit,7,164.36,2026-05-04,6,6,65.0,17.48,17.48,164.36,observed_estimated_cost
4272,2026-05-08,Pattaya_Central,Pineapple,9,130.68,2026-05-04,6,5,49.0,8.52,8.52,130.68,observed_estimated_cost
4273,2026-05-08,Pattaya_Central,Watermelon,10,128.6,2026-05-04,6,5,45.0,6.86,6.86,128.6,observed_estimated_cost
4274,2026-05-09,BKK_Ladprao,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4275,2026-05-09,BKK_Ladprao,MixedBerryPremium,4,180.4,2026-05-04,8,7,89.0,37.1,37.1,180.4,observed_estimated_cost
4276,2026-05-09,BKK_Ladprao,PassionFruit,7,164.36,2026-05-04,6,6,65.0,17.48,17.48,164.36,observed_estimated_cost
4277,2026-05-09,BKK_Ladprao,Pineapple,6,87.12,2026-05-04,6,5,49.0,8.52,8.52,87.12,observed_estimated_cost
4278,2026-05-09,BKK_Ladprao,Watermelon,7,90.02,2026-05-04,6,5,45.0,6.86,6.86,90.02,observed_estimated_cost
4279,2026-05-09,BKK_Sukhumvit,Guava,6,94.26,2026-05-04,6,5.5,49.0,9.71,9.71,94.26,observed_estimated_cost
4280,2026-05-09,BKK_Sukhumvit,MixedBerryPremium,17,766.7,2026-05-04,8,7,89.0,37.1,37.1,766.7,observed_estimated_cost
4281,2026-05-09,BKK_Sukhumvit,PassionFruit,6,140.88,2026-05-04,6,6,65.0,17.48,17.48,140.88,observed_estimated_cost
4282,2026-05-09,BKK_Sukhumvit,Pineapple,3,43.56,2026-05-04,6,5,49.0,8.52,8.52,43.56,observed_estimated_cost
4283,2026-05-09,BKK_Sukhumvit,Watermelon,8,102.88,2026-05-04,6,5,45.0,6.86,6.86,102.88,observed_estimated_cost
4284,2026-05-09,Pattaya_Beach,Guava,5,78.55,2026-05-04,6,5.5,49.0,9.71,9.71,78.55,observed_estimated_cost
4285,2026-05-09,Pattaya_Beach,MixedBerryPremium,12,541.2,2026-05-04,8,7,89.0,37.1,37.1,541.2,observed_estimated_cost
4286,2026-05-09,Pattaya_Beach,PassionFruit,11,258.28,2026-05-04,6,6,65.0,17.48,17.48,258.28,observed_estimated_cost
4287,2026-05-09,Pattaya_Beach,Pineapple,9,130.68,2026-05-04,6,5,49.0,8.52,8.52,130.68,observed_estimated_cost
4288,2026-05-09,Pattaya_Beach,Watermelon,8,102.88,2026-05-04,6,5,45.0,6.86,6.86,102.88,observed_estimated_cost
4289,2026-05-09,Pattaya_Central,Guava,9,141.39,2026-05-04,6,5.5,49.0,9.71,9.71,141.39,observed_estimated_cost
4290,2026-05-09,Pattaya_Central,MixedBerryPremium,15,676.5,2026-05-04,8,7,89.0,37.1,37.1,676.5,observed_estimated_cost
4291,2026-05-09,Pattaya_Central,PassionFruit,9,211.32,2026-05-04,6,6,65.0,17.48,17.48,211.32,observed_estimated_cost
4292,2026-05-09,Pattaya_Central,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4293,2026-05-09,Pattaya_Central,Watermelon,5,64.3,2026-05-04,6,5,45.0,6.86,6.86,64.3,observed_estimated_cost
4294,2026-05-10,BKK_Ladprao,Guava,3,47.13,2026-05-04,6,5.5,49.0,9.71,9.71,47.13,observed_estimated_cost
4295,2026-05-10,BKK_Ladprao,MixedBerryPremium,21,947.1,2026-05-04,8,7,89.0,37.1,37.1,947.1,observed_estimated_cost
4296,2026-05-10,BKK_Ladprao,PassionFruit,7,164.36,2026-05-04,6,6,65.0,17.48,17.48,164.36,observed_estimated_cost
4297,2026-05-10,BKK_Ladprao,Pineapple,9,130.68,2026-05-04,6,5,49.0,8.52,8.52,130.68,observed_estimated_cost
4298,2026-05-10,BKK_Ladprao,Watermelon,8,102.88,2026-05-04,6,5,45.0,6.86,6.86,102.88,observed_estimated_cost
4299,2026-05-10,BKK_Sukhumvit,Guava,4,62.84,2026-05-04,6,5.5,49.0,9.71,9.71,62.84,observed_estimated_cost
4300,2026-05-10,BKK_Sukhumvit,MixedBerryPremium,10,451.0,2026-05-04,8,7,89.0,37.1,37.1,451.0,observed_estimated_cost
4301,2026-05-10,BKK_Sukhumvit,PassionFruit,6,140.88,2026-05-04,6,6,65.0,17.48,17.48,140.88,observed_estimated_cost
4302,2026-05-10,BKK_Sukhumvit,Pineapple,5,72.6,2026-05-04,6,5,49.0,8.52,8.52,72.6,observed_estimated_cost
4303,2026-05-10,BKK_Sukhumvit,Watermelon,5,64.3,2026-05-04,6,5,45.0,6.86,6.86,64.3,observed_estimated_cost
4304,2026-05-10,Pattaya_Beach,Guava,9,141.39,2026-05-04,6,5.5,49.0,9.71,9.71,141.39,observed_estimated_cost
4305,2026-05-10,Pattaya_Beach,MixedBerryPremium,13,586.3,2026-05-04,8,7,89.0,37.1,37.1,586.3,observed_estimated_cost
4306,2026-05-10,Pattaya_Beach,PassionFruit,10,234.8,2026-05-04,6,6,65.0,17.48,17.48,234.8,observed_estimated_cost
4307,2026-05-10,Pattaya_Beach,Pineapple,10,145.2,2026-05-04,6,5,49.0,8.52,8.52,145.2,observed_estimated_cost
4308,2026-05-10,Pattaya_Beach,Watermelon,5,64.3,2026-05-04,6,5,45.0,6.86,6.86,64.3,observed_estimated_cost
4309,2026-05-10,Pattaya_Central,Guava,6,94.26,2026-05-04,6,5.5,49.0,9.71,9.71,94.26,observed_estimated_cost
4310,2026-05-10,Pattaya_Central,MixedBerryPremium,12,541.2,2026-05-04,8,7,89.0,37.1,37.1,541.2,observed_estimated_cost
4311,2026-05-10,Pattaya_Central,PassionFruit,8,187.84,2026-05-04,6,6,65.0,17.48,17.48,187.84,observed_estimated_cost
4312,2026-05-10,Pattaya_Central,Pineapple,8,116.16,2026-05-04,6,5,49.0,8.52,8.52,116.16,observed_estimated_cost
4313,2026-05-10,Pattaya_Central,Watermelon,10,128.6,2026-05-04,6,5,45.0,6.86,6.86,128.6,observed_estimated_cost
4314,2026-05-11,BKK_Ladprao,Guava,2,29.22,2026-05-11,6,5.5,49.0,8.61,8.61,29.22,observed_estimated_cost
4315,2026-05-11,BKK_Ladprao,MixedBerryPremium,18,841.5,2026-05-11,8,7,89.0,38.75,38.75,841.5,observed_estimated_cost
4316,2026-05-11,BKK_Ladprao,PassionFruit,10,248.8,2026-05-11,6,6,65.0,18.88,18.88,248.8,observed_estimated_cost
4317,2026-05-11,BKK_Ladprao,Pineapple,6,85.68,2026-05-11,6,5,49.0,8.28,8.28,85.68,observed_estimated_cost
4318,2026-05-11,BKK_Ladprao,Watermelon,8,103.36,2026-05-11,6,5,45.0,6.92,6.92,103.36,observed_estimated_cost
4319,2026-05-11,BKK_Sukhumvit,Guava,3,43.83,2026-05-11,6,5.5,49.0,8.61,8.61,43.83,observed_estimated_cost
4320,2026-05-11,BKK_Sukhumvit,MixedBerryPremium,9,420.75,2026-05-11,8,7,89.0,38.75,38.75,420.75,observed_estimated_cost
4321,2026-05-11,BKK_Sukhumvit,PassionFruit,4,99.52,2026-05-11,6,6,65.0,18.88,18.88,99.52,observed_estimated_cost
4322,2026-05-11,BKK_Sukhumvit,Pineapple,4,57.12,2026-05-11,6,5,49.0,8.28,8.28,57.12,observed_estimated_cost
4323,2026-05-11,BKK_Sukhumvit,Watermelon,4,51.68,2026-05-11,6,5,45.0,6.92,6.92,51.68,observed_estimated_cost
