date,kitchen,sku,units_sold,gross_revenue_thb,commission_thb,sold_fruit_cost_thb,sold_packaging_cost_thb,sold_labor_cost_thb,product_margin_thb,contribution_before_waste_thb,realized_price_thb,week_start,month,units_wasted,est_waste_cost_thb,waste_cost_status,waste_cost_thb,contribution_after_waste_thb
2026-04-03,BKK_Sukhumvit,PassionFruit,71,4615.0,1384.5,1241.79,426,426,2521.2100000000005,1136.71,65.0,2026-03-30,2026-04-01,8.0,187.92,observed_estimated_cost,187.92,948.7900000000001
2026-04-03,BKK_Sukhumvit,Pineapple,144,7056.0,2116.8,1438.56,864,720,4033.44,1916.64,49.0,2026-03-30,2026-04-01,3.0,47.97,observed_estimated_cost,47.97,1868.67
2026-04-03,BKK_Sukhumvit,Watermelon,211,9495.0,2848.5,1449.5700000000002,1266,1055,5724.429999999999,2875.9300000000007,45.0,2026-03-30,2026-04-01,3.0,38.61,observed_estimated_cost,38.61,2837.3200000000006
2026-04-03,Pattaya_Beach,Guava,77,3773.0,905.52,669.13,462,423.5,2218.37,1312.8500000000006,49.0,2026-03-30,2026-04-01,5.0,73.45,observed_estimated_cost,73.45,1239.4000000000005
2026-04-03,Pattaya_Beach,MixedBerryPremium,58,5162.0,1548.6,1949.9599999999998,464,406,2342.04,793.4400000000003,89.0,2026-03-30,2026-04-01,28.0,1165.36,observed_estimated_cost,1165.36,-371.9199999999996
2026-04-03,Pattaya_Beach,PassionFruit,70,4550.0,1365.0,1224.3,420,420,2485.7000000000003,1120.7,65.0,2026-03-30,2026-04-01,6.0,140.94,observed_estimated_cost,140.94,979.76
2026-04-03,Pattaya_Beach,Pineapple,143,7007.0,1681.6799999999998,1428.57,858,715,4005.4300000000007,2323.75,49.0,2026-03-30,2026-04-01,5.0,79.95,observed_estimated_cost,79.95,2243.8
2026-04-03,Pattaya_Beach,Watermelon,216,9720.0,2332.7999999999997,1483.92,1296,1080,5860.080000000003,3527.2800000000007,45.0,2026-03-30,2026-04-01,9.0,115.83,observed_estimated_cost,115.83,3411.4500000000007
2026-04-03,Pattaya_Central,Guava,121,5929.0,1422.96,1051.49,726,665.5,3486.0099999999998,2063.05,49.0,2026-03-30,2026-04-01,9.0,132.21,observed_estimated_cost,132.21,1930.8400000000001
2026-04-03,Pattaya_Central,MixedBerryPremium,62,5518.0,1655.3999999999999,2084.4399999999996,496,434,2503.5600000000004,848.1600000000001,89.0,2026-03-30,2026-04-01,9.0,374.58,observed_estimated_cost,374.58,473.5800000000001
2026-04-03,Pattaya_Central,PassionFruit,92,5980.0,1435.2,1609.08,552,552,3266.9200000000005,1831.72,65.0,2026-03-30,2026-04-01,7.0,164.43,observed_estimated_cost,164.43,1667.29
2026-04-03,Pattaya_Central,Pineapple,184,9016.0,2704.7999999999997,1838.16,1104,920,5153.840000000001,2449.0399999999995,49.0,2026-03-30,2026-04-01,10.0,159.9,observed_estimated_cost,159.9,2289.1399999999994
2026-04-03,Pattaya_Central,Watermelon,267,12015.0,2883.6,1834.29,1602,1335,7243.710000000001,4360.110000000001,45.0,2026-03-30,2026-04-01,13.0,167.31,observed_estimated_cost,167.31,4192.8
2026-04-04,BKK_Ladprao,Guava,96,3763.2,1128.96,834.24,576,528.0,1824.9599999999996,696.0000000000002,39.199999999999996,2026-03-30,2026-04-01,8.0,117.52,observed_estimated_cost,117.52,578.4800000000002
2026-04-04,BKK_Ladprao,MixedBerryPremium,52,3702.4,888.576,1748.24,416,364,1174.1600000000003,285.5840000000002,71.2,2026-03-30,2026-04-01,16.0,665.92,observed_estimated_cost,665.92,-380.3359999999998
2026-04-04,BKK_Ladprao,PassionFruit,75,3900.0,936.0,1311.7499999999998,450,450,1688.25,752.2500000000003,52.0,2026-03-30,2026-04-01,9.0,211.41,observed_estimated_cost,211.41,540.8400000000004
2026-04-04,BKK_Ladprao,Pineapple,157,6154.4,1477.056,1568.43,942,785,2858.9699999999993,1381.914,39.199999999999996,2026-03-30,2026-04-01,8.0,127.92,observed_estimated_cost,127.92,1253.994
2026-04-04,BKK_Ladprao,Watermelon,211,7596.0,2278.7999999999997,1449.5700000000002,1266,1055,3825.430000000001,1546.6299999999999,36.0,2026-03-30,2026-04-01,10.0,128.7,observed_estimated_cost,128.7,1417.9299999999998
2026-04-04,BKK_Sukhumvit,Guava,162,6350.4,1905.12,1407.78,972,891.0,3079.620000000001,1174.5000000000002,39.199999999999996,2026-03-30,2026-04-01,15.0,220.35,observed_estimated_cost,220.35,954.1500000000002
2026-04-04,BKK_Sukhumvit,MixedBerryPremium,85,6052.0,1815.6,2857.7,680,595,1919.3000000000004,103.70000000000036,71.2,2026-03-30,2026-04-01,18.0,749.16,observed_estimated_cost,749.16,-645.4599999999996
2026-04-04,BKK_Sukhumvit,PassionFruit,107,5564.0,1335.36,1871.4299999999998,642,642,2408.57,1073.2100000000003,52.0,2026-03-30,2026-04-01,8.0,187.92,observed_estimated_cost,187.92,885.2900000000003
2026-04-04,BKK_Sukhumvit,Pineapple,241,9447.2,2267.328,2407.59,1446,1205,4388.610000000001,2121.2820000000006,39.2,2026-03-30,2026-04-01,5.0,79.95,observed_estimated_cost,79.95,2041.3320000000006
2026-04-04,BKK_Sukhumvit,Watermelon,366,13176.0,3952.7999999999997,2514.42,2196,1830,6635.58,2682.7799999999997,36.0,2026-03-30,2026-04-01,7.0,90.09,observed_estimated_cost,90.09,2592.6899999999996
2026-04-04,Pattaya_Beach,Guava,192,7526.4,2257.92,1668.48,1152,1056.0,3649.9200000000005,1392.0000000000002,39.199999999999996,2026-03-30,2026-04-01,15.0,220.35,observed_estimated_cost,220.35,1171.6500000000003
2026-04-04,Pattaya_Beach,MixedBerryPremium,97,6906.4,2071.92,3261.14,776,679,2190.26,118.34000000000034,71.2,2026-03-30,2026-04-01,9.0,374.58,observed_estimated_cost,374.58,-256.23999999999967
2026-04-04,Pattaya_Beach,PassionFruit,132,6864.0,2059.2,2308.68,792,792,2971.3200000000006,912.1200000000003,52.0,2026-03-30,2026-04-01,9.0,211.41,observed_estimated_cost,211.41,700.7100000000004
2026-04-04,Pattaya_Beach,Pineapple,331,12975.2,3892.56,3306.69,1986,1655,6027.509999999999,2134.95,39.2,2026-03-30,2026-04-01,11.0,175.89,observed_estimated_cost,175.89,1959.06
2026-04-04,Pattaya_Beach,Watermelon,463,16668.0,4000.3199999999997,3180.81,2778,2315,8394.19,4393.870000000001,36.0,2026-03-30,2026-04-01,9.0,115.83,observed_estimated_cost,115.83,4278.040000000001
2026-04-04,Pattaya_Central,Guava,249,9760.8,2928.24,2163.81,1494,1369.5,4733.490000000001,1805.2500000000002,39.199999999999996,2026-03-30,2026-04-01,7.0,102.83,observed_estimated_cost,102.83,1702.4200000000003
2026-04-04,Pattaya_Central,MixedBerryPremium,96,6835.2,2050.56,3227.5199999999995,768,672,2167.6800000000003,117.1200000000004,71.2,2026-03-30,2026-04-01,14.0,582.68,observed_estimated_cost,582.68,-465.55999999999955
2026-04-04,Pattaya_Central,PassionFruit,175,9100.0,2184.0,3060.75,1050,1050,3939.2500000000005,1755.2500000000005,52.0,2026-03-30,2026-04-01,20.0,469.8,observed_estimated_cost,469.8,1285.4500000000005
2026-04-04,Pattaya_Central,Pineapple,355,13916.0,4174.8,3546.45,2130,1775,6464.550000000001,2289.75,39.2,2026-03-30,2026-04-01,14.0,223.86,observed_estimated_cost,223.86,2065.89
2026-04-04,Pattaya_Central,Watermelon,543,19548.0,5864.4,3730.41,3258,2715,9844.589999999998,3980.1899999999996,36.0,2026-03-30,2026-04-01,8.0,102.96,observed_estimated_cost,102.96,3877.2299999999996
2026-04-05,BKK_Ladprao,Guava,54,2646.0,793.8,469.26,324,297.0,1555.7400000000002,761.9400000000003,49.0,2026-03-30,2026-04-01,6.0,88.14,observed_estimated_cost,88.14,673.8000000000003
2026-04-05,BKK_Ladprao,MixedBerryPremium,24,2136.0,640.8,806.8799999999999,192,168,969.12,328.32000000000016,89.0,2026-03-30,2026-04-01,14.0,582.68,observed_estimated_cost,582.68,-254.3599999999998
2026-04-05,BKK_Ladprao,PassionFruit,44,2860.0,686.4,769.56,264,264,1562.4399999999998,876.0400000000002,65.0,2026-03-30,2026-04-01,4.0,93.96,observed_estimated_cost,93.96,782.0800000000002
2026-04-05,BKK_Ladprao,Pineapple,84,4116.0,987.8399999999999,839.1600000000001,504,420,2352.8399999999997,1365.0,49.0,2026-03-30,2026-04-01,6.0,95.94,observed_estimated_cost,95.94,1269.06
2026-04-05,BKK_Ladprao,Watermelon,105,4725.0,1417.5,721.35,630,525,2848.65,1431.1500000000003,45.0,2026-03-30,2026-04-01,6.0,77.22,observed_estimated_cost,77.22,1353.9300000000003
2026-04-05,BKK_Sukhumvit,Guava,86,4214.0,1264.2,747.3399999999999,516,473.0,2477.66,1213.4600000000005,49.0,2026-03-30,2026-04-01,5.0,73.45,observed_estimated_cost,73.45,1140.0100000000004
2026-04-05,BKK_Sukhumvit,MixedBerryPremium,55,4895.0,1468.5,1849.0999999999997,440,385,2220.9000000000005,752.4000000000002,89.0,2026-03-30,2026-04-01,16.0,665.92,observed_estimated_cost,665.92,86.48000000000025
2026-04-05,BKK_Sukhumvit,PassionFruit,71,4615.0,1384.5,1241.79,426,426,2521.2100000000005,1136.7099999999998,65.0,2026-03-30,2026-04-01,7.0,164.43,observed_estimated_cost,164.43,972.2799999999997
2026-04-05,BKK_Sukhumvit,Pineapple,174,8526.0,2046.24,1738.26,1044,870,4873.740000000002,2827.5,49.0,2026-03-30,2026-04-01,10.0,159.9,observed_estimated_cost,159.9,2667.6
2026-04-05,BKK_Sukhumvit,Watermelon,235,10575.0,3172.5,1614.45,1410,1175,6375.550000000001,3203.0500000000015,45.0,2026-03-30,2026-04-01,9.0,115.83,observed_estimated_cost,115.83,3087.2200000000016
2026-04-05,Pattaya_Beach,Guava,115,5635.0,1352.3999999999999,999.3499999999999,690,632.5,3313.1500000000005,1960.7500000000002,49.0,2026-03-30,2026-04-01,5.0,73.45,observed_estimated_cost,73.45,1887.3000000000002
2026-04-05,Pattaya_Beach,MixedBerryPremium,59,5251.0,1575.3,1983.58,472,413,2382.4200000000005,807.12,89.0,2026-03-30,2026-04-01,9.0,374.58,observed_estimated_cost,374.58,432.54
2026-04-05,Pattaya_Beach,PassionFruit,99,6435.0,1544.3999999999999,1731.5099999999998,594,594,3515.4900000000007,1971.0900000000001,65.0,2026-03-30,2026-04-01,7.0,164.43,observed_estimated_cost,164.43,1806.66
2026-04-05,Pattaya_Beach,Pineapple,208,10192.0,3057.6,2077.92,1248,1040,5826.080000000002,2768.4799999999996,49.0,2026-03-30,2026-04-01,11.0,175.89,observed_estimated_cost,175.89,2592.5899999999997
2026-04-05,Pattaya_Beach,Watermelon,272,12240.0,2937.6,1868.64,1632,1360,7379.360000000001,4441.76,45.0,2026-03-30,2026-04-01,5.0,64.35,observed_estimated_cost,64.35,4377.41
2026-04-05,Pattaya_Central,Guava,146,7154.0,2146.2,1268.74,876,803.0,4206.26,2060.06,49.0,2026-03-30,2026-04-01,10.0,146.9,observed_estimated_cost,146.9,1913.1599999999999
2026-04-05,Pattaya_Central,MixedBerryPremium,74,6586.0,1580.6399999999999,2487.8799999999997,592,518,2988.120000000001,1407.48,89.0,2026-03-30,2026-04-01,25.0,1040.5,observed_estimated_cost,1040.5,366.98
2026-04-05,Pattaya_Central,PassionFruit,104,6760.0,2028.0,1818.9599999999998,624,624,3693.040000000001,1665.04,65.0,2026-03-30,2026-04-01,11.0,258.39,observed_estimated_cost,258.39,1406.65
2026-04-05,Pattaya_Central,Pineapple,210,10290.0,2469.6,2097.9,1260,1050,5882.100000000002,3412.5,49.0,2026-03-30,2026-04-01,11.0,175.89,observed_estimated_cost,175.89,3236.61
2026-04-05,Pattaya_Central,Watermelon,304,13680.0,4104.0,2088.48,1824,1520,8247.52,4143.52,45.0,2026-03-30,2026-04-01,9.0,115.83,observed_estimated_cost,115.83,4027.6900000000005
2026-04-06,BKK_Ladprao,Guava,50,2450.0,588.0,488.49999999999994,300,275.0,1386.5000000000005,798.5,49.0,2026-04-06,2026-04-01,3.0,47.31,observed_estimated_cost,47.31,751.19
2026-04-06,BKK_Ladprao,MixedBerryPremium,31,2759.0,827.6999999999999,1036.95,248,217,1257.0499999999997,429.3499999999999,89.0,2026-04-06,2026-04-01,16.0,663.2,observed_estimated_cost,663.2,-233.85000000000014
2026-04-06,BKK_Ladprao,PassionFruit,42,2730.0,819.0,784.1400000000001,252,252,1441.8600000000001,622.8599999999999,65.0,2026-04-06,2026-04-01,4.0,98.68,observed_estimated_cost,98.68,524.1799999999998
2026-04-06,BKK_Ladprao,Pineapple,96,4704.0,1411.1999999999998,717.12,576,480,2930.8800000000006,1519.68,49.0,2026-04-06,2026-04-01,8.0,107.76,observed_estimated_cost,107.76,1411.92
2026-04-06,BKK_Ladprao,Watermelon,121,5445.0,1306.8,878.46,726,605,3235.5399999999995,1928.7400000000005,45.0,2026-04-06,2026-04-01,6.0,79.56,observed_estimated_cost,79.56,1849.1800000000005
2026-04-06,BKK_Sukhumvit,Guava,74,3626.0,870.24,722.98,444,407.0,2052.020000000001,1181.7800000000002,49.0,2026-04-06,2026-04-01,5.0,78.85,observed_estimated_cost,78.85,1102.9300000000003
2026-04-06,BKK_Sukhumvit,MixedBerryPremium,43,3827.0,1148.1,1438.3500000000001,344,301,1743.6499999999994,595.55,89.0,2026-04-06,2026-04-01,5.0,207.25,observed_estimated_cost,207.25,388.29999999999995
2026-04-06,BKK_Sukhumvit,PassionFruit,59,3835.0,1150.5,1101.5300000000002,354,354,2025.4699999999998,874.9699999999999,65.0,2026-04-06,2026-04-01,5.0,123.35,observed_estimated_cost,123.35,751.6199999999999
2026-04-06,BKK_Sukhumvit,Pineapple,159,7791.0,2337.2999999999997,1187.73,954,795,4854.2699999999995,2516.9700000000003,49.0,2026-04-06,2026-04-01,5.0,67.35,observed_estimated_cost,67.35,2449.6200000000003
2026-04-06,BKK_Sukhumvit,Watermelon,222,9990.0,2997.0,1611.72,1332,1110,5936.28,2939.2799999999997,45.0,2026-04-06,2026-04-01,3.0,39.78,observed_estimated_cost,39.78,2899.4999999999995
2026-04-06,Pattaya_Beach,Guava,90,4410.0,1058.4,879.3,540,495.0,2495.700000000001,1437.3000000000004,49.0,2026-04-06,2026-04-01,7.0,110.39,observed_estimated_cost,110.39,1326.9100000000003
2026-04-06,Pattaya_Beach,MixedBerryPremium,50,4450.0,1335.0,1672.5,400,350,2027.4999999999993,692.5000000000001,89.0,2026-04-06,2026-04-01,10.0,414.5,observed_estimated_cost,414.5,278.0000000000001
2026-04-06,Pattaya_Beach,PassionFruit,70,4550.0,1092.0,1306.9,420,420,2403.1000000000004,1311.1,65.0,2026-04-06,2026-04-01,7.0,172.69,observed_estimated_cost,172.69,1138.4099999999999
2026-04-06,Pattaya_Beach,Pineapple,145,7105.0,1705.1999999999998,1083.15,870,725,4426.850000000001,2721.6499999999996,49.0,2026-04-06,2026-04-01,6.0,80.82,observed_estimated_cost,80.82,2640.8299999999995
2026-04-06,Pattaya_Beach,Watermelon,195,8775.0,2632.5,1415.7,1170,975,5214.3,2581.7999999999997,45.0,2026-04-06,2026-04-01,6.0,79.56,observed_estimated_cost,79.56,2502.24
2026-04-06,Pattaya_Central,Guava,121,5929.0,1778.7,1182.17,726,665.5,3355.330000000001,1576.6299999999999,49.0,2026-04-06,2026-04-01,7.0,110.39,observed_estimated_cost,110.39,1466.2399999999998
2026-04-06,Pattaya_Central,MixedBerryPremium,60,5340.0,1602.0,2007.0,480,420,2432.9999999999995,831.0,89.0,2026-04-06,2026-04-01,16.0,663.2,observed_estimated_cost,663.2,167.79999999999995
2026-04-06,Pattaya_Central,PassionFruit,82,5330.0,1599.0,1530.94,492,492,2815.0599999999995,1216.06,65.0,2026-04-06,2026-04-01,6.0,148.02,observed_estimated_cost,148.02,1068.04
2026-04-06,Pattaya_Central,Pineapple,170,8330.0,2499.0,1269.9,1020,850,5190.1,2691.1,49.0,2026-04-06,2026-04-01,8.0,107.76,observed_estimated_cost,107.76,2583.3399999999997
2026-04-06,Pattaya_Central,Watermelon,294,13230.0,3175.2,2134.44,1764,1470,7861.56,4686.36,45.0,2026-04-06,2026-04-01,12.0,159.12,observed_estimated_cost,159.12,4527.24
2026-04-07,BKK_Ladprao,Guava,49,2401.0,576.24,478.72999999999996,294,269.5,1358.7700000000002,782.5300000000001,49.0,2026-04-06,2026-04-01,6.0,94.62,observed_estimated_cost,94.62,687.9100000000001
2026-04-07,BKK_Ladprao,MixedBerryPremium,29,2581.0,774.3,970.0500000000001,232,203,1175.9499999999998,401.6499999999999,89.0,2026-04-06,2026-04-01,10.0,414.5,observed_estimated_cost,414.5,-12.85000000000008
2026-04-07,BKK_Ladprao,PassionFruit,43,2795.0,838.5,802.8100000000001,258,258,1476.19,637.69,65.0,2026-04-06,2026-04-01,3.0,74.01,observed_estimated_cost,74.01,563.6800000000001
2026-04-07,BKK_Ladprao,Pineapple,86,4214.0,1011.3599999999999,642.42,516,430,2625.5800000000004,1614.2199999999996,49.0,2026-04-06,2026-04-01,5.0,67.35,observed_estimated_cost,67.35,1546.8699999999997
2026-04-07,BKK_Ladprao,Watermelon,136,6120.0,1836.0,987.36,816,680,3636.6399999999985,1800.6400000000006,45.0,2026-04-06,2026-04-01,4.0,53.04,observed_estimated_cost,53.04,1747.6000000000006
2026-04-07,BKK_Sukhumvit,Guava,71,3479.0,1043.7,693.67,426,390.5,1968.8300000000006,925.1300000000001,49.0,2026-04-06,2026-04-01,2.0,31.54,observed_estimated_cost,31.54,893.5900000000001
2026-04-07,BKK_Sukhumvit,MixedBerryPremium,51,4539.0,1089.36,1705.95,408,357,2068.0499999999997,978.6900000000002,89.0,2026-04-06,2026-04-01,14.0,580.3,observed_estimated_cost,580.3,398.3900000000002
2026-04-07,BKK_Sukhumvit,PassionFruit,82,5330.0,1599.0,1530.94,492,492,2815.0599999999995,1216.06,65.0,2026-04-06,2026-04-01,3.0,74.01,observed_estimated_cost,74.01,1142.05
2026-04-07,BKK_Sukhumvit,Pineapple,130,6370.0,1528.8,971.1,780,650,3968.900000000001,2440.1,49.0,2026-04-06,2026-04-01,3.0,40.41,observed_estimated_cost,40.41,2399.69
2026-04-07,BKK_Sukhumvit,Watermelon,221,9945.0,2386.7999999999997,1604.46,1326,1105,5909.539999999999,3522.7400000000002,45.0,2026-04-06,2026-04-01,7.0,92.82,observed_estimated_cost,92.82,3429.92
2026-04-07,Pattaya_Beach,Guava,97,4753.0,1425.9,947.6899999999999,582,533.5,2689.8100000000004,1263.91,49.0,2026-04-06,2026-04-01,5.0,78.85,observed_estimated_cost,78.85,1185.0600000000002
2026-04-07,Pattaya_Beach,MixedBerryPremium,43,3827.0,918.48,1438.3500000000001,344,301,1743.6499999999994,825.1700000000001,89.0,2026-04-06,2026-04-01,6.0,248.7,observed_estimated_cost,248.7,576.47
2026-04-07,Pattaya_Beach,PassionFruit,80,5200.0,1560.0,1493.6000000000001,480,480,2746.4,1186.4,65.0,2026-04-06,2026-04-01,6.0,148.02,observed_estimated_cost,148.02,1038.38
2026-04-07,Pattaya_Beach,Pineapple,167,8183.0,2454.9,1247.49,1002,835,5098.509999999999,2643.6099999999997,49.0,2026-04-06,2026-04-01,7.0,94.29,observed_estimated_cost,94.29,2549.3199999999997
2026-04-07,Pattaya_Beach,Watermelon,235,10575.0,3172.5,1706.1,1410,1175,6283.9,3111.4000000000005,45.0,2026-04-06,2026-04-01,6.0,79.56,observed_estimated_cost,79.56,3031.8400000000006
2026-04-07,Pattaya_Central,Guava,117,5733.0,1375.92,1143.09,702,643.5,3244.410000000001,1868.4900000000005,49.0,2026-04-06,2026-04-01,6.0,94.62,observed_estimated_cost,94.62,1773.8700000000003
2026-04-07,Pattaya_Central,MixedBerryPremium,51,4539.0,1089.36,1705.95,408,357,2068.0499999999997,978.6899999999998,89.0,2026-04-06,2026-04-01,14.0,580.3,observed_estimated_cost,580.3,398.3899999999999
2026-04-07,Pattaya_Central,PassionFruit,99,6435.0,1544.3999999999999,1848.3300000000002,594,594,3398.6699999999996,1854.2700000000004,65.0,2026-04-06,2026-04-01,14.0,345.38,observed_estimated_cost,345.38,1508.8900000000003
2026-04-07,Pattaya_Central,Pineapple,203,9947.0,2984.1,1516.41,1218,1015,6197.59,3213.4900000000002,49.0,2026-04-06,2026-04-01,9.0,121.23,observed_estimated_cost,121.23,3092.26
2026-04-07,Pattaya_Central,Watermelon,244,10980.0,3294.0,1771.44,1464,1220,6524.5599999999995,3230.5599999999995,45.0,2026-04-06,2026-04-01,5.0,66.3,observed_estimated_cost,66.3,3164.2599999999993
2026-04-08,BKK_Ladprao,Guava,55,2695.0,808.5,537.3499999999999,330,302.5,1525.1500000000005,716.6500000000001,49.0,2026-04-06,2026-04-01,3.0,47.31,observed_estimated_cost,47.31,669.3400000000001
2026-04-08,BKK_Ladprao,MixedBerryPremium,44,3916.0,939.84,1471.8000000000002,352,308,1784.1999999999996,844.3599999999999,89.0,2026-04-06,2026-04-01,32.0,1326.4,observed_estimated_cost,1326.4,-482.0400000000002
2026-04-08,BKK_Ladprao,PassionFruit,43,2795.0,838.5,802.8100000000001,258,258,1476.19,637.69,65.0,2026-04-06,2026-04-01,6.0,148.02,observed_estimated_cost,148.02,489.6700000000001
2026-04-08,BKK_Ladprao,Pineapple,73,3577.0,1073.1,545.31,438,365,2228.69,1155.5900000000004,49.0,2026-04-06,2026-04-01,7.0,94.29,observed_estimated_cost,94.29,1061.3000000000004
2026-04-08,BKK_Ladprao,Watermelon,120,5400.0,1620.0,871.2,720,600,3208.7999999999997,1588.8000000000004,45.0,2026-04-06,2026-04-01,5.0,66.3,observed_estimated_cost,66.3,1522.5000000000005
2026-04-08,BKK_Sukhumvit,Guava,99,4851.0,1164.24,967.2299999999999,594,544.5,2745.2700000000004,1581.0300000000002,49.0,2026-04-06,2026-04-01,5.0,78.85,observed_estimated_cost,78.85,1502.1800000000003
2026-04-08,BKK_Sukhumvit,MixedBerryPremium,45,4005.0,961.1999999999999,1505.25,360,315,1824.7499999999995,863.55,89.0,2026-04-06,2026-04-01,12.0,497.4,observed_estimated_cost,497.4,366.15
2026-04-08,BKK_Sukhumvit,PassionFruit,72,4680.0,1404.0,1344.24,432,432,2471.7599999999993,1067.76,65.0,2026-04-06,2026-04-01,3.0,74.01,observed_estimated_cost,74.01,993.75
2026-04-08,BKK_Sukhumvit,Pineapple,170,8330.0,2499.0,1269.9,1020,850,5190.1,2691.1,49.0,2026-04-06,2026-04-01,7.0,94.29,observed_estimated_cost,94.29,2596.81
2026-04-08,BKK_Sukhumvit,Watermelon,233,10485.0,2516.4,1691.58,1398,1165,6230.419999999997,3714.02,45.0,2026-04-06,2026-04-01,7.0,92.82,observed_estimated_cost,92.82,3621.2
2026-04-08,Pattaya_Beach,Guava,88,4312.0,1293.6,859.76,528,484.0,2440.240000000001,1146.64,49.0,2026-04-06,2026-04-01,5.0,78.85,observed_estimated_cost,78.85,1067.7900000000002
2026-04-08,Pattaya_Beach,MixedBerryPremium,46,4094.0,982.56,1538.7,368,322,1865.2999999999997,882.7399999999999,89.0,2026-04-06,2026-04-01,16.0,663.2,observed_estimated_cost,663.2,219.53999999999985
2026-04-08,Pattaya_Beach,PassionFruit,74,4810.0,1154.3999999999999,1381.5800000000002,444,444,2540.42,1386.0200000000004,65.0,2026-04-06,2026-04-01,8.0,197.36,observed_estimated_cost,197.36,1188.6600000000003
2026-04-08,Pattaya_Beach,Pineapple,176,8624.0,2587.2,1314.72,1056,880,5373.28,2786.0799999999995,49.0,2026-04-06,2026-04-01,8.0,107.76,observed_estimated_cost,107.76,2678.3199999999993
2026-04-08,Pattaya_Beach,Watermelon,217,9765.0,2343.6,1575.42,1302,1085,5802.579999999998,3458.9800000000005,45.0,2026-04-06,2026-04-01,4.0,53.04,observed_estimated_cost,53.04,3405.9400000000005
2026-04-08,Pattaya_Central,Guava,110,5390.0,1617.0,1074.7,660,605.0,3050.3,1433.3,49.0,2026-04-06,2026-04-01,5.0,78.85,observed_estimated_cost,78.85,1354.45
2026-04-08,Pattaya_Central,MixedBerryPremium,68,6052.0,1815.6,2274.6000000000004,544,476,2757.3999999999996,941.7999999999997,89.0,2026-04-06,2026-04-01,17.0,704.65,observed_estimated_cost,704.65,237.14999999999975
2026-04-08,Pattaya_Central,PassionFruit,89,5785.0,1735.5,1661.63,534,534,3055.37,1319.87,65.0,2026-04-06,2026-04-01,3.0,74.01,observed_estimated_cost,74.01,1245.86
2026-04-08,Pattaya_Central,Pineapple,153,7497.0,2249.1,1142.91,918,765,4671.09,2421.99,49.0,2026-04-06,2026-04-01,7.0,94.29,observed_estimated_cost,94.29,2327.7
2026-04-08,Pattaya_Central,Watermelon,291,13095.0,3928.5,2112.66,1746,1455,7781.34,3852.8399999999997,45.0,2026-04-06,2026-04-01,15.0,198.9,observed_estimated_cost,198.9,3653.9399999999996
2026-04-09,BKK_Ladprao,Guava,53,2597.0,623.28,517.81,318,291.5,1469.6900000000003,846.4100000000002,49.0,2026-04-06,2026-04-01,5.0,78.85,observed_estimated_cost,78.85,767.5600000000002
2026-04-09,BKK_Ladprao,MixedBerryPremium,33,2937.0,704.88,1103.8500000000001,264,231,1338.1499999999996,633.2699999999999,89.0,2026-04-06,2026-04-01,4.0,165.8,observed_estimated_cost,165.8,467.46999999999986
2026-04-09,BKK_Ladprao,PassionFruit,31,2015.0,483.6,578.7700000000001,186,186,1064.23,580.6299999999999,65.0,2026-04-06,2026-04-01,9.0,222.03,observed_estimated_cost,222.03,358.5999999999999
2026-04-09,BKK_Ladprao,Pineapple,77,3773.0,905.52,575.19,462,385,2350.8100000000004,1445.29,49.0,2026-04-06,2026-04-01,5.0,67.35,observed_estimated_cost,67.35,1377.94
2026-04-09,BKK_Ladprao,Watermelon,110,4950.0,1485.0,798.6,660,550,2941.3999999999996,1456.4000000000003,45.0,2026-04-06,2026-04-01,4.0,53.04,observed_estimated_cost,53.04,1403.3600000000004
2026-04-09,BKK_Sukhumvit,Guava,85,4165.0,999.6,830.4499999999999,510,467.5,2357.0500000000006,1357.4500000000003,49.0,2026-04-06,2026-04-01,6.0,94.62,observed_estimated_cost,94.62,1262.8300000000004
2026-04-09,BKK_Sukhumvit,MixedBerryPremium,60,5340.0,1602.0,2007.0000000000002,480,420,2432.9999999999995,830.9999999999998,89.0,2026-04-06,2026-04-01,21.0,870.45,observed_estimated_cost,870.45,-39.45000000000027
2026-04-09,BKK_Sukhumvit,PassionFruit,55,3575.0,1072.5,1026.8500000000001,330,330,1888.1499999999994,815.6500000000001,65.0,2026-04-06,2026-04-01,2.0,49.34,observed_estimated_cost,49.34,766.3100000000001
2026-04-09,BKK_Sukhumvit,Pineapple,154,7546.0,2263.7999999999997,1150.38,924,770,4701.620000000001,2437.82,49.0,2026-04-06,2026-04-01,5.0,67.35,observed_estimated_cost,67.35,2370.4700000000003
2026-04-09,BKK_Sukhumvit,Watermelon,210,9450.0,2268.0,1524.6,1260,1050,5615.4,3347.4,45.0,2026-04-06,2026-04-01,10.0,132.6,observed_estimated_cost,132.6,3214.8
2026-04-09,Pattaya_Beach,Guava,92,4508.0,1352.4,898.8399999999999,552,506.0,2551.16,1198.76,49.0,2026-04-06,2026-04-01,7.0,110.39,observed_estimated_cost,110.39,1088.37
2026-04-09,Pattaya_Beach,MixedBerryPremium,51,4539.0,1361.6999999999998,1705.95,408,357,2068.0499999999997,706.3499999999999,89.0,2026-04-06,2026-04-01,11.0,455.95,observed_estimated_cost,455.95,250.39999999999992
2026-04-09,Pattaya_Beach,PassionFruit,81,5265.0,1579.5,1512.2700000000002,486,486,2780.7299999999996,1201.23,65.0,2026-04-06,2026-04-01,6.0,148.02,observed_estimated_cost,148.02,1053.21
